review_number,username,ratings,purchase_date,item_variation,location,text,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key,length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,caps_ratio,punctuation_ratio,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,malaysian_terms_count,malaysian_terms_ratio,product_terms_count,product_terms_ratio,has_mixed_language,has_specific_details,has_generic_phrases,has_promotional_language,repeated_words,spelling_errors,fake_score,predicted_label,true_label
1402,i*****l,5,2025-03-07 08:35:00,,Indonesia,bagusss ga sempet foto sangatt rrkomended😍,False,,,,,,,results2.json,review 1309,42,6,6.166666666666667,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,1,0.15000000000000002,real,real
6790,_*****_,5,2025-05-10 09:39:00,"Variation: Inner Bag,110x130cm (XL)",,"haritu pakai inner ni ok dah cantik bentuk bean bag ni, lepas tu lama-lama lembik. rupanya dah berterabur la dalam tu. tapi function ja inner tu",True,,,,,,,results5.json,review 804,144,29,4.103448275862069,3,0,0,0.0,0.020833333333333332,0.296,0.081,0.0,0.919,4,0.13793103448275862,0,0.0,False,False,False,False,6,1,0.0,real,real
3406,aiensyazwinaahwan,5,2025-07-15 15:25:00,Variation: White 5000mAh,,mudah je kalau beli yang ni sebab takyah susah dah guna wayar,True,Performance, good,Durability, good,,,results3.json,review 1882,61,12,4.166666666666667,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.16666666666666666,0,0.0,False,False,False,False,0,0,0.05000000000000002,real,real
10433,rajeswarisuppaiah,5,2024-10-15 17:18:00,Variation: purple,,Good product.resonable price.fast delivery..,True,Effectiveness, ok,Material, very good,,,results6.json,review 1441,44,5,8.2,4,0,0,0.0,0.09090909090909091,0.4404,0.492,0.0,0.508,0,0.0,1,0.2,False,False,False,False,0,2,0.1,real,real
10060,logarasibalakrishnan,5,2024-12-18 20:26:00,Variation: green,,Not sturdy as described but ok to use,False,Material, ok,Effectiveness, ok,,,results6.json,review 1068,37,8,3.75,1,0,0,0.0,0.0,0.4215,0.286,0.0,0.714,1,0.125,0,0.0,False,False,False,False,0,0,0.0,real,real
852,i*****9,5,2025-03-10 01:46:00,,Indonesia,Fast delivery and well packaged,True,,,,,,,results2.json,review 759,31,5,5.4,1,0,0,0.0,0.0,0.2732,0.344,0.0,0.656,0,0.0,1,0.2,False,False,False,False,0,0,0.1,real,real
10177,y*****6,5,2025-05-09 20:26:00,Variation: Purple,,"Soft silicone, good to use during shampoo for untangling and for head massage",True,Effectiveness, For hair brush,Material, plastic and silicone,,,results6.json,review 1185,77,14,4.642857142857143,1,0,0,0.0,0.012987012987012988,0.4404,0.195,0.0,0.805,0,0.0,0,0.0,False,False,False,False,1,0,0.30000000000000004,real,real
5521,suidabintimajok13111997,5,2025-05-10 02:45:00,Variation: Grey-120speed,,Terbaiklah..,True,,,,,,,results4.json,review 1471,12,2,6.0,2,0,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,0,0.65,fake,fake
1873,aliahusna96,5,2024-05-20 23:02:00,Variation: White 10000mAh,,"Memang kena beli casing yg ad magnt kt blakang tu. Even dh buang casing pon, dy xkuat sgt melekat. Kalau tersalah pegang, blh jatuh.",True,Performance, going well,Durability, good,,,results3.json,review 349,132,29,3.7586206896551726,4,0,0,0.0,0.03787878787878788,0.0,0.0,0.0,1.0,3,0.10344827586206896,0,0.0,False,False,False,False,4,0,0.0,real,real
13973,i*****7,5,2024-02-15 21:02:00,Variation: Habanero Lime,,"good, semua okay sampai dengan selamat first time try perisa ni ✊🏻",True,Quality, good,,,,,results7.json,review 1975,66,13,4.230769230769231,1,0,0,0.0,0.015151515151515152,0.5859,0.324,0.0,0.676,2,0.15384615384615385,0,0.0,False,False,False,False,0,0,0.0,real,real
12103,i*****a,5,2023-11-25 15:17:00,,,Wlupon beli yg hancur tp masih ok rase sedap pedas.. Beli mase live murah.. Akan repet lg next time.. Tq seller,True,Quality, ok,Taste, pedas n sedap,,,results7.json,review 105,111,24,3.7916666666666665,4,0,0,0.0,0.05405405405405406,0.296,0.099,0.0,0.901,4,0.16666666666666666,1,0.041666666666666664,False,False,False,False,3,0,0.0,real,real
8723,k*****y,5,2025-01-19 19:27:00,"Variation: brownness,110x130cm (XL)",,"Item received in good condition, thank you seller, good good",True,,,,,,,results5.json,review 2737,60,12,4.25,1,0,0,0.0,0.03333333333333333,0.8807,0.651,0.0,0.349,0,0.0,1,0.08333333333333333,False,False,False,False,3,0,0.1,real,real
2987,janeng0914,5,2024-10-05 22:43:00,Variation: White 10000mAh,,卖家出货快，包裹包得很好，非常不错，产品看起来质量也蛮不错，目前还没开始使用，希望不会让我失望，如果好用会选择再回购，感谢卖家🙏🏻,True,Durability, good,Performance, good,,,results3.json,review 1463,65,1,65.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,1,0.55,fake,fake
10272,a*****a,5,2025-01-09 18:12:00,Variation: Pink,,"Very soft,good for scalp, never use my finger anymore to shampooing my scalp after I bought this brush.",True,Material, silicone,Effectiveness, very good,,,results6.json,review 1280,103,22,3.909090909090909,2,0,0,0.0,0.02912621359223301,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,3,0,0.15000000000000002,real,real
6256,a*****n,5,2024-02-08 22:29:00,"Variation: Khaki,110x130cm (XL)",,barang telah sampai dlm keadaan baik...barang pn bukan mudah pecah..jd packing pn dlm plastik aja...penghantaran cepat..tq seller,True,Material, bagus,Functionality, belum cuba lg,,,results5.json,review 270,129,25,4.52,5,0,0,0.0,0.07751937984496124,0.0,0.0,0.0,1.0,3,0.12,1,0.04,False,False,False,False,5,0,0.0,real,real
2980,r*****s,5,2024-07-13 14:37:00,Variation: White 10000mAh,,"its niceeee la mantap padu beb says fein carti homicide ice spice what. justcome outsideeee
 for thr night

",True,,,,,,,results3.json,review 1456,108,19,4.631578947368421,2,0,0,0.0,0.009259259259259259,0.0,0.0,0.0,1.0,2,0.10526315789473684,0,0.0,False,False,False,False,0,0,0.0,real,real
9567,r*****y,5,2025-03-18 16:20:00,Variation: Green,,Best guna untuk rub scalp. Tidak mencederakan kulit...,True,Effectiveness, berkesan,Material, rubber.,,,results6.json,review 575,54,10,4.7,3,0,0,0.0,0.07407407407407407,0.6369,0.375,0.0,0.625,1,0.1,0,0.0,False,False,False,False,0,0,0.0,real,real
11001,veronicavelvet,5,2025-07-09 15:04:00,Variation: Purple,,"It's good for my scalp, I like it",True,Material," soft, purple colour",,,,,results6.json,review 2009,33,10,2.6,1,0,0,0.0,0.030303030303030304,0.6597,0.519,0.0,0.481,0,0.0,0,0.0,False,False,False,False,1,0,0.1,real,real
11250,naa_zarina,5,2024-11-22 12:55:00,Variation: green,,"Tak perlu la aku terang kan panjang lebar apa benda ni. Semua orang dah tahu ni untuk apa.
Aku cuma nak coin sahaja.
Perhantaran laut dari china.
Bagus untuk gosok kepala.",True,Effectiveness, bagus,Material, getah,,,results6.json,review 2258,171,36,3.9166666666666665,6,0,0,0.0,0.029239766081871343,0.0,0.0,0.0,1.0,3,0.08333333333333333,0,0.0,False,False,False,False,8,0,0.0,real,real
6238,aliasyati,5,2022-02-12 18:59:00,"Variation: blue,110x130cm (XL)",,Barang dihantar mengikut masa dan kualiti memuaskan dan akan buat tambahan,True,,,,,,,results5.json,review 252,74,11,5.818181818181818,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,1,0,0.25,real,real
10479,s*****i,5,2024-11-25 14:02:00,Variation: Pink,,Bungkusan kemas 👍🏻 barang berkualiti walaupun murah 👍🏻,True,,,,,,,results6.json,review 1487,54,8,5.875,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.125,0,0.0,False,False,False,False,1,0,0.05000000000000002,real,real
1186,n*****7,5,2025-05-31 19:03:00,,Indonesia,"Not bad according to the order, friendly courier, delivery speed on time",True,,,,,,,results2.json,review 1093,72,14,4.357142857142857,1,0,0,0.0,0.027777777777777776,0.7227,0.377,0.0,0.623,0,0.0,1,0.07142857142857142,False,False,False,False,1,0,0.1,real,real
14681,izzahzaik,5,2021-06-04 10:43:00,Variation: Carbonara,,penghantaran lambt.. barang sampai dengann selamat.. kurang memuaskan dari segi penghantaran.. 👌🏻👌🏻👌🏻 yang lain semuaa ok.. ,True,,,,,,,results7.json,review 2683,124,20,5.4,5,0,0,0.0,0.06451612903225806,0.0,0.0,0.0,1.0,2,0.1,0,0.0,False,False,False,False,4,1,0.0,real,real
6840,kyndichan,5,2024-07-23 21:53:00,"Variation: blue,110x130cm (XL)",,Received in good condition.. fast delivery.. good packing,True,Material, good,Functionality, good,,,results5.json,review 854,57,10,5.0,3,0,0,0.0,0.07017543859649122,0.7003,0.492,0.0,0.508,0,0.0,1,0.1,False,False,False,False,2,0,0.1,real,real
5302,lucyliew1957,5,2025-04-22 19:47:00,Variation: Pink-Basic,,"Handheld mini fan. Is very small and handy.
The wind are strong thus making the noise not soft. So not suitable for kids to bring to classroom for blowing as they study.",True,Performance, Has 3 speed,,,,,results4.json,review 1252,169,36,3.8333333333333335,5,0,0,0.0,0.023668639053254437,0.6808,0.157,0.0,0.843,0,0.0,0,0.0,True,False,False,False,7,0,0.15000000000000002,real,real
12207,n*****4,5,2021-11-15 15:01:00,Variation: Add box utk 5-8 pack,,Thank you seller 😁 Fast shipment & delivery! The parcel was well packed and well received. Suddenly craving for ramyeon and hopefully all these flavours are yummy and nice😁,True,,,,,,,results7.json,review 209,172,31,4.645161290322581,3,1,0,0.0,0.011627906976744186,0.902,0.373,0.0,0.627,0,0.0,2,0.06451612903225806,False,True,False,False,3,1,0.0,real,real
11104,,5,2025-02-11 20:27:00,Variation: Pink,,Thanks for this hope will work fine. Need great,True,Effectiveness, Okay,Material, Fine cream,,,results6.json,review 2112,47,10,3.9,2,0,0,0.0,0.02127659574468085,0.8934,0.701,0.0,0.299,0,0.0,0,0.0,False,False,False,False,0,0,0.1,real,real
3053,_qi_05,5,2025-02-08 14:40:00,Variation: Purple 10000mAh,,cute color for me ! everything is perfect 🤩,False,,,,,,,results3.json,review 1529,43,9,3.888888888888889,2,1,0,0.0,0.023255813953488372,0.7901,0.583,0.0,0.417,0,0.0,1,0.1111111111111111,False,False,False,False,0,0,0.0,real,real
8542,a*****1,4,2021-11-01 10:30:00,"Variation: Inner Bag,110x130cm (XL)",,"Bigger than I expected, very happy! I just need to buy more beans. Comfortable, good quality.",True,,,,,,,results5.json,review 2556,93,21,3.7142857142857144,4,1,0,0.0,0.053763440860215055,0.9006,0.501,0.0,0.499,0,0.0,1,0.047619047619047616,False,False,False,False,3,0,0.0,real,real
12649,n*****8,5,2023-06-22 16:21:00,Variation: Carbonara,,Penghantaran yang cepat dengan shoppee express.. Barang sampai dengan keadaan baik dan barang tiada kerosakan langsung sebab dibalut dengan kemas dengan bubble rap yang tebal.. Terbaik saller.. Nanti boleh repeat lagi.. Nanti nak cuba yang yang cheese punya.. Try yang ini sebab kurang makan pedas.. Harap harap sedap.... Thank you saller..,True,Quality, Bagus,Taste, Bagus,,,results7.json,review 651,340,59,4.915254237288136,9,0,0,0.0,0.052941176470588235,0.3612,0.048,0.0,0.952,3,0.05084745762711865,0,0.0,False,False,False,False,18,1,0.0,real,real
11201,a*****y,5,2024-08-25 00:27:00,Variation: green,,"Thank you seller 
Items are well-received with good quality and packaging.",True,Material, Silicone,,,,,results6.json,review 2209,74,12,5.25,2,0,0,0.0,0.013513513513513514,0.6597,0.375,0.0,0.625,0,0.0,3,0.25,False,True,False,False,0,1,0.0,real,real
14587,zaden80,5,2021-06-26 17:14:00,Variation: Sutah (Soup),,thank u seller and the delivery man..the price is cheapest and delivery superb fast..tq again..,True,,,,,,,results7.json,review 2589,95,20,4.05,4,0,0,0.0,0.06315789473684211,0.765,0.355,0.0,0.645,0,0.0,4,0.2,False,True,False,False,5,0,0.0,real,real
12350,a*****4,5,2022-01-26 16:48:00,Variation: Kimchi (Soup),,"Ship out lajuuu... Hope tak pecah la ramen ni sbb wrap dia 1 layer je even ade letak fragile di parcel
Quit cheap. Sure will repeat, again soon",True,Taste, Niceeeee,Quality, Ok,,,results7.json,review 352,143,31,3.7419354838709675,3,0,0,0.0,0.03496503496503497,0.6369,0.172,0.0,0.828,3,0.0967741935483871,0,0.0,False,False,False,False,0,0,0.0,real,real
9086,k*****e,5,2024-11-12 15:50:00,Variation: Pink,,"Good product quality, good value for money, fast delivery, excellent service by seller, and highly recommended. It helps with my dandruff problems. My scalps feels clean and lightweight. Sorry photo not related.",True,,,,,,,results6.json,review 94,211,40,4.5,5,0,0,0.0,0.037914691943127965,0.9388,0.42,0.086,0.494,0,0.0,5,0.125,True,True,True,False,9,0,0.0,real,real
12225,umairazam,5,2022-09-14 20:35:00,Variation: Quattro Cheese,,"Secure packaging by seller. All in good shape.
This four flavor are the best of the best.
Buy it during shopee 9.9 sale.",True,Taste, good,Quality, good,,,results7.json,review 227,120,27,3.6296296296296298,6,0,0,0.0,0.041666666666666664,0.9287,0.419,0.0,0.581,2,0.07407407407407407,2,0.07407407407407407,False,True,False,True,5,0,0.0,real,real
3868,qiushuen,5,2025-03-12 21:34:00,Variation: Blue 10000mAh,,Fast delivery,True,,,,,,,results3.json,review 2344,13,2,6.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1,0.5,False,False,False,False,0,0,0.45000000000000007,real,real
12956,n*****n,5,2024-12-08 11:04:00,Variation: Jjajang,,Jauh lebih murah dari kedai fizikal. Thanks seller,True,Taste, so good,Quality, tasty,,,results7.json,review 958,50,9,4.777777777777778,2,0,0,0.0,0.02,0.4404,0.293,0.0,0.707,1,0.1111111111111111,1,0.1111111111111111,False,False,False,False,0,0,0.0,real,real
7229,isansuci,5,2022-12-02 23:40:00,"Variation: blue,110x130cm (XL)",,Brg2 sudah sampai dgn selamat terboik bossku cepat tangkas pantas terima kasih banyak2,True,Material, good,Functionality, terboik,,,results5.json,review 1243,86,13,5.6923076923076925,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.15384615384615385,0,0.0,False,False,False,False,0,2,0.05000000000000002,real,real
9143,c*****a,5,2024-09-04 16:13:00,Variation: Pink,,"Sesuai untuk yang nak kurangkan kelemumur

Guna syampu dengan benda ni gosokla kepala

Warna pink cantik

Selamat membeli",True,Material, nice,Effectiveness, terbaik,,,results6.json,review 151,121,18,5.611111111111111,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.05555555555555555,0,0.0,False,False,False,False,0,0,0.0,real,real
13070,,5,2020-09-29 18:45:00,Variation: Add bubble - 5pcs,,Barang selamat mendarat dengan selamat. Trusted seller n recommended to all..,True,,,,,,,results7.json,review 1072,77,13,5.153846153846154,3,0,0,0.0,0.03896103896103896,0.5994,0.38,0.0,0.62,0,0.0,1,0.07692307692307693,False,False,False,False,1,0,0.1,real,real
9495,shirinahmadi727,5,2025-03-10 19:03:00,Variation: Green,,"It's stiff and seems to be durable. I haven't used it yet, however. The color differs with the one on photo.",True,Material, good,Effectiveness, not sure,,,results6.json,review 503,108,27,3.259259259259259,4,0,0,0.0,0.037037037037037035,0.0,0.0,0.0,1.0,0,0.0,1,0.037037037037037035,False,False,False,False,4,0,0.25,real,real
4640,lieyya.najwa,4,2025-06-17 14:40:00,Variation: White-Basic,,"3 speed shj,,kotak da terbuka tp okey la dgn harga",False,,,,,,,results4.json,review 590,50,12,3.4166666666666665,1,0,0,0.0,0.04,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,1,0.0,real,real
12375,s*****a,5,2023-10-03 21:34:00,Variation: Spicy,,Beli waktu live memang murah. Bagus . Penghantarn cepat . Terima kasih seller bagi barang elok . Boleh beli lagi nanti terima ksih,True,Taste, ok,Quality, ok,,,results7.json,review 377,130,24,4.5,5,0,0,0.0,0.03076923076923077,0.0,0.0,0.0,1.0,6,0.25,1,0.041666666666666664,False,False,False,False,5,0,0.0,real,real
1650,p*****y,5,2025-05-28 21:03:00,Variation: Pink 10000mAh,,Boleh charge sampai full 2 kali. Lurvee. Beli la time sale and dalam live gaes hehew. Worth sangat. Kalau guan yg magnetic tu biasala panas tapi takdela sampai rasa mcm nk meletup. Macam oanas demam je hahaha,True,Durability, mantap,Performance, mantap,,,results3.json,review 126,208,42,4.095238095238095,6,0,0,0.0,0.02403846153846154,0.6705,0.139,0.0,0.861,3,0.07142857142857142,1,0.023809523809523808,False,False,False,True,5,0,0.1,real,real
1750,_*****_,5,2024-01-27 18:02:00,Variation: White 5000mAh,,Seller packed ok. Nice wireless powerbank. Not too thick not too thin.,True,Durability, good,Performance, nice,,,results3.json,review 226,70,14,4.214285714285714,4,0,0,0.0,0.04285714285714286,0.6124,0.333,0.0,0.667,1,0.07142857142857142,1,0.07142857142857142,False,False,False,False,3,0,0.0,real,real
10746,fatin_amira96,5,2024-12-15 22:17:00,Variation: Pink,,Barang sampai dengan baik 👍🏼,True,,,,,,,results6.json,review 1754,28,5,4.8,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.4,0,0.0,False,False,False,False,0,0,0.05000000000000002,real,real
6475,l*****6,5,2023-01-29 17:18:00,"Variation: gray,110x130cm (XL)",,"Fast delivery , wll repeat order , price value $$$$$$",True,Material, good,Functionality, good,,,results5.json,review 489,53,15,2.933333333333333,1,0,0,0.0,0.03773584905660377,0.34,0.255,0.0,0.745,0,0.0,3,0.2,False,True,False,False,6,0,0.0,real,real
4571,k*****w,5,2025-05-14 00:57:00,Variation: Platinum-150speed,,You'll need one if ur in Malaysia,True,Durability, good and fast durability,Performance, high quality performance,,,results4.json,review 521,33,8,3.375,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,False,False,False,0,0,0.25,real,real
12009,a*****h,5,2024-02-07 13:52:00,Variation: 2X Spicy,,i love how the seller put the fragile label and the item wrapped perfectly you dont have to worry if your ramen crack into pieces okiee,True,Quality, yesssss,Taste, very good as always,,,results7.json,review 11,135,26,4.230769230769231,1,0,0,0.0,0.0,0.8958,0.329,0.0,0.671,0,0.0,1,0.038461538461538464,False,False,False,False,2,0,0.0,real,real
4395,i*****l,5,2025-02-10 17:23:00,Variation: 100 Speed-Grey,,premium design but the delivery a bit delay hw acceptable buy during live got rm6+  thankyou,True,Performance," Easy to scroll, a bit noisy but standard noise sokay",Durability, light weight plastic bodyframe,,,results4.json,review 345,92,16,4.75,1,0,0,0.0,0.0,0.0,0.156,0.156,0.688,0,0.0,1,0.0625,False,False,False,False,0,1,0.0,real,real
2768,rosehani123,5,2024-11-07 15:42:00,Variation: Purple 10000mAh,,"VERY NICE , THE BEST, FAST DELIVERY 👍🏻👍🏻👍🏻✨",True,,,,,,,results3.json,review 1244,43,9,4.0,1,0,0,0.0,0.046511627906976744,0.8204,0.602,0.0,0.398,2,0.2222222222222222,1,0.1111111111111111,False,False,False,False,1,1,0.0,real,real
8132,a*****4,5,2021-07-13 22:51:00,"Variation: Inner Bag,110x130cm (XL)",,"Nice 商品完好无缺的送到我家
物流很快，5天就到👍
Nice 商品完好无缺的送到我家
物流很快，5天就到👍",True,,,,,,,results5.json,review 2146,55,6,8.333333333333334,1,0,0,0.0,0.0,0.6808,0.583,0.0,0.417,2,0.3333333333333333,0,0.0,False,False,False,False,3,2,0.04999999999999999,real,real
3106,kvynn87n1h,4,2024-10-28 13:51:00,Variation: Grey 10000mAh,,"Quality is not bad, can be better.",False,,,,,,,results3.json,review 1582,34,9,3.111111111111111,2,0,0,0.0,0.058823529411764705,0.6956,0.535,0.0,0.465,0,0.0,1,0.1111111111111111,False,False,False,False,0,0,0.0,real,real
92,j*****a,5,2025-07-15 14:51:00,,Philippines,"Really worth your money. I purchased this for the sake of having a clear mic and crisp sound for online class. But it's so much better than that. The dolby atmos setting helps you achieve a better sound quality when listening or watching, or even gaming. 

The charging time is short, and the listening hours last long. The best part also is the Noise Cancelling and transparency option. In a busy cafe, I can just set my noise cancelling mode to a 5, and at work, I shift to transparency mode where I can listen to everyone while also having music being played. 

When I remove even one earbud from my ear, the device automatically detects it and pauses the song. 

It has a lot of really great features that only a buyer could experience. Very worth the money.",True,Product Quality, Durable for whatever lifestyle you have.,Performance, the earphones when accessed via Soundcore app offers a lot of personalized experience which I like.,Best Feature, Dolby Atmos and ANC feature,results1.json,review 92,762,156,3.9615384615384617,11,0,0,0.0,0.02099737532808399,0.9845,0.214,0.028,0.757,1,0.00641025641025641,3,0.019230769230769232,False,True,False,False,60,0,0.0,real,real
11182,hafahmadfauzi,5,2024-11-29 13:53:00,Variation: purple,,"I bought all these item during live. Much cheaper than other seller.. the best thing is, although all the item are from China, I received it for a short time, less than 5 days .",True,,,,,,,results6.json,review 2190,177,40,3.575,4,0,0,0.0,0.03954802259887006,0.6369,0.127,0.0,0.873,1,0.025,1,0.025,False,False,False,False,8,0,0.2,real,real
7366,m*****0,5,2021-08-06 14:15:00,"Variation: blue,90*100 (M)",,Terima kasih seller.. Ingatkan dapat sekali bean.. Salah saya sebab tak baca betul².. Apa apa pun terima kadih seller.. Kain memang tebal dan jahitan kemas..,True,,,,,,,results5.json,review 1380,157,30,4.433333333333334,6,0,0,0.0,0.06369426751592357,0.0,0.0,0.0,1.0,2,0.06666666666666667,2,0.06666666666666667,False,True,False,False,7,1,0.0,real,real
10817,mizhana056,5,2024-09-02 23:54:00,Variation: Pink,,Tq seller.. brg dh smpi semua,False,,,,,,,results6.json,review 1825,29,7,3.4285714285714284,2,0,0,0.0,0.06896551724137931,0.0,0.0,0.0,1.0,0,0.0,1,0.14285714285714285,False,False,False,False,0,0,0.25,real,real
354,s*****_,5,2025-05-17 10:25:00,,Indonesia,"It's good, but you have to iron it and it wrinkles easily, it makes you look fat because the material is too thick, who wants to go to my ig risaoktavia_14",True,,,,,,,results2.json,review 261,155,35,3.5714285714285716,1,0,0,0.0,0.01935483870967742,0.6187,0.148,0.0,0.852,0,0.0,1,0.02857142857142857,False,False,False,False,8,1,0.2,real,real
5473,0kdbpa6b96,3,2025-05-09 21:52:00,Variation: Grey-199speed+Head,,bagus kuat dan kecil . mudah untuk dibawa kemana mana 🎉🎉,False,,,,,,,results4.json,review 1423,56,11,4.181818181818182,2,0,0,0.0,0.017857142857142856,0.0,0.0,0.0,1.0,1,0.09090909090909091,0,0.0,False,False,False,False,0,0,0.0,real,real
11217,amcabobytai,5,2024-12-16 17:06:00,Variation: purple,,Barang sudah selamat sampai ke ruamh saye. Barang dalam keadaan baik quality ok ok kene dengan gatge. Terima lasih seller. Nanti beli lagi.,True,Effectiveness, ok,Material, giod,,,results6.json,review 2225,139,27,4.333333333333333,5,0,0,0.0,0.02877697841726619,0.5267,0.173,0.0,0.827,5,0.18518518518518517,2,0.07407407407407407,False,True,False,False,5,0,0.0,real,real
10613,i*****n,5,2024-11-25 13:53:00,Variation: Pink,,This product is great! I will definitely shop here again next time. Thank you to the seller!,True,,,,,,,results6.json,review 1621,92,20,3.8,4,2,0,0.0,0.03260869565217391,0.8715,0.432,0.0,0.568,0,0.0,1,0.05,True,False,False,False,1,0,0.0,real,real
10473,lauchiawei,5,2024-11-01 22:44:00,Variation: green,,"Good value for money, received parcel in Good condition, thanks",True,,,,,,,results6.json,review 1481,63,12,4.5,1,0,0,0.0,0.031746031746031744,0.8779,0.649,0.0,0.351,0,0.0,1,0.08333333333333333,False,False,False,False,2,0,0.1,real,real
1879,d*****3,5,2025-02-16 13:08:00,Variation: White 10000mAh,,This powerbank is slightly heavy but yes it’s function is very good and sticks well too! Function well alsoo,True,Durability, v good,Performance, v niceee,,,results3.json,review 355,108,22,4.090909090909091,2,1,0,0.0,0.009259259259259259,0.9191,0.465,0.0,0.535,0,0.0,0,0.0,False,False,False,False,3,0,0.0,real,real
14361,e*****a,5,2024-01-27 23:55:00,Variation: Cream Carbo,,"barang sampai dalam keadaan baik, sedap sedap, boleh repeat, penghantaran pun laju, terbaikk👍🏻",True,,,,,,,results7.json,review 2363,94,17,4.823529411764706,1,0,0,0.0,0.0425531914893617,0.0,0.0,0.0,1.0,2,0.11764705882352941,0,0.0,False,False,False,False,4,1,0.0,real,real
13191,n*****n,5,2024-05-12 05:52:00,Variation: Carbonara,,"Packaging very good,  fast delivery and the price is also reasonable. Good👍",True,Taste, Good,Quality, Good,,,results7.json,review 1193,75,14,4.5,2,0,0,0.0,0.02666666666666667,0.4927,0.225,0.0,0.775,0,0.0,3,0.21428571428571427,False,True,False,False,0,1,0.0,real,real
1024,a*****5,5,2025-04-16 23:58:00,,Indonesia,"Material, seller and delivery 5 stars all",False,,,,,,,results2.json,review 931,41,8,4.375,1,0,0,0.0,0.024390243902439025,0.0,0.0,0.0,1.0,0,0.0,3,0.375,False,True,False,False,0,0,0.0,real,real
8628,i*****t,4,2025-05-29 12:44:00,"Variation: brownness,110x130cm (XL)",,Barang dah sampai dengan selamatnya dan semua elokkkk nanti boleh order lagi di masa hadapan.,True,,,,,,,results5.json,review 2642,93,16,4.9375,2,0,0,0.0,0.010752688172043012,0.0,0.0,0.0,1.0,2,0.125,0,0.0,False,False,False,False,0,0,0.0,real,real
13029,kayda76,5,2021-12-17 18:48:00,Variation: Add box utk 5-8 pack,,Nicely pack tak hancur.. Yang penting selamat sampai...tak sabar nak try. ..terima kasih  TQ TQ TQ,True,,,,,,,results7.json,review 1031,98,21,3.9047619047619047,5,0,0,0.0,0.08163265306122448,0.4404,0.162,0.0,0.838,3,0.14285714285714285,0,0.0,False,False,False,False,4,0,0.0,real,real
1816,see_put,5,2024-02-14 01:31:00,Variation: White 5000mAh,,small and magnet strong 1 full charge and thats it. Weighs like a very light pebble,True,Performance, solid,,,,,results3.json,review 292,83,17,4.0,2,0,0,0.0,0.012048192771084338,0.7003,0.326,0.0,0.674,0,0.0,1,0.058823529411764705,False,False,False,False,1,0,0.0,real,real
2208,tscheng118,5,2024-08-02 14:24:00,Variation: White 10000mAh,,Items received in good condition. Fast delivery. Well packed. Thanks seller.,True,Performance, Excellent,Durability, Excellent,,,results3.json,review 684,76,15,4.4,5,0,0,0.0,0.05263157894736842,0.7845,0.497,0.0,0.503,0,0.0,2,0.13333333333333333,False,True,False,False,3,0,0.0,real,real
10512,c*****2,5,2024-11-10 16:44:00,Variation: Pink,,"Penyet sikit , nasib colour cantik . takpa rasa boleh je pakai",True,,,,,,,results6.json,review 1520,62,12,4.25,2,0,0,0.0,0.03225806451612903,0.0,0.0,0.0,1.0,1,0.08333333333333333,0,0.0,False,False,False,False,0,0,0.05000000000000002,real,real
13231,w*****a,5,2021-12-18 00:25:00,Variation: Cream Carbo,,ramen dah sampai hm seller ship aft 3 hari and barang cepat je sampai,True,,,,,,,results7.json,review 1233,69,14,4.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.2857142857142857,1,0.07142857142857142,False,False,False,False,1,0,0.0,real,real
9398,r*****g,5,2025-06-19 17:44:00,Variation: Pink,,"The package is handled in a good way, delivery time is as stated. Thank you",True,Effectiveness, good,Material, good,,,results6.json,review 406,75,17,3.588235294117647,2,0,0,0.0,0.02666666666666667,0.6597,0.31,0.0,0.69,0,0.0,1,0.058823529411764705,False,False,False,False,1,0,0.0,real,real
4451,h*****z,5,2025-05-06 19:27:00,Variation: blue-150speed,,"Terima dalam keadaan baik tanpa kerosakan, angin okey sgt. Battery pon tahan.",True,,,,,,,results4.json,review 401,77,15,4.4,3,0,0,0.0,0.03896103896103896,0.0,0.0,0.0,1.0,2,0.13333333333333333,1,0.06666666666666667,False,False,False,False,1,0,0.0,real,real
